interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,location,spp
2025-07-07T13:00:00-05:00,2025-07-07 18:00:00+00:00,2025-07-07T13:15:00-05:00,2025-07-07 18:15:00+00:00,SBEAN_BESS,24.91
2025-07-07T13:15:00-05:00,2025-07-07 18:15:00+00:00,2025-07-07T13:30:00-05:00,2025-07-07 18:30:00+00:00,SBEAN_BESS,25.69
2025-07-07T13:30:00-05:00,2025-07-07 18:30:00+00:00,2025-07-07T13:45:00-05:00,2025-07-07 18:45:00+00:00,SBEAN_BESS,29.47
2025-07-07T13:45:00-05:00,2025-07-07 18:45:00+00:00,2025-07-07T14:00:00-05:00,2025-07-07 19:00:00+00:00,SBEAN_BESS,30.05
2025-07-07T14:00:00-05:00,2025-07-07 19:00:00+00:00,2025-07-07T14:15:00-05:00,2025-07-07 19:15:00+00:00,SBEAN_BESS,37.03
2025-07-07T14:15:00-05:00,2025-07-07 19:15:00+00:00,2025-07-07T14:30:00-05:00,2025-07-07 19:30:00+00:00,SBEAN_BESS,27.55
2025-07-07T14:30:00-05:00,2025-07-07 19:30:00+00:00,2025-07-07T14:45:00-05:00,2025-07-07 19:45:00+00:00,SBEAN_BESS,27.35
2025-07-07T14:45:00-05:00,2025-07-07 19:45:00+00:00,2025-07-07T15:00:00-05:00,2025-07-07 20:00:00+00:00,SBEAN_BESS,27.3
2025-07-07T15:00:00-05:00,2025-07-07 20:00:00+00:00,2025-07-07T15:15:00-05:00,2025-07-07 20:15:00+00:00,SBEAN_BESS,23.7
2025-07-07T15:15:00-05:00,2025-07-07 20:15:00+00:00,2025-07-07T15:30:00-05:00,2025-07-07 20:30:00+00:00,SBEAN_BESS,21.7
2025-07-07T15:30:00-05:00,2025-07-07 20:30:00+00:00,2025-07-07T15:45:00-05:00,2025-07-07 20:45:00+00:00,SBEAN_BESS,25.26
2025-07-07T15:45:00-05:00,2025-07-07 20:45:00+00:00,2025-07-07T16:00:00-05:00,2025-07-07 21:00:00+00:00,SBEAN_BESS,32.73
2025-07-07T16:00:00-05:00,2025-07-07 21:00:00+00:00,2025-07-07T16:15:00-05:00,2025-07-07 21:15:00+00:00,SBEAN_BESS,37.51
2025-07-07T16:15:00-05:00,2025-07-07 21:15:00+00:00,2025-07-07T16:30:00-05:00,2025-07-07 21:30:00+00:00,SBEAN_BESS,41.84
2025-07-07T16:30:00-05:00,2025-07-07 21:30:00+00:00,2025-07-07T16:45:00-05:00,2025-07-07 21:45:00+00:00,SBEAN_BESS,48.39
2025-07-07T16:45:00-05:00,2025-07-07 21:45:00+00:00,2025-07-07T17:00:00-05:00,2025-07-07 22:00:00+00:00,SBEAN_BESS,30.11
2025-07-07T17:00:00-05:00,2025-07-07 22:00:00+00:00,2025-07-07T17:15:00-05:00,2025-07-07 22:15:00+00:00,SBEAN_BESS,25.8
